file,pattern,lineno
lib\ansible\playbook\become.py,delsubscript,91
lib\ansible\playbook\block.py,getattr,217
lib\ansible\playbook\block.py,getattr,292
lib\ansible\playbook\block.py,hasattr,293
lib\ansible\playbook\block.py,hasattr,305
lib\ansible\playbook\block.py,hasattr,318
lib\ansible\playbook\conditional.py,hasattr,58
lib\ansible\playbook\conditional.py,hasattr,91
lib\ansible\playbook\conditional.py,getattr,92
lib\ansible\playbook\conditional.py,hasattr,140
lib\ansible\playbook\conditional.py,hasattr,147
lib\ansible\playbook\play.py,delsubscript,132
lib\ansible\playbook\play.py,delsubscript,323
lib\ansible\playbook\play_context.py,getattr,276
lib\ansible\playbook\play_context.py,hasattr,280
lib\ansible\playbook\play_context.py,hasattr,285
lib\ansible\playbook\play_context.py,hasattr,291
lib\ansible\playbook\play_context.py,hasattr,309
lib\ansible\playbook\play_context.py,getattr,310
lib\ansible\playbook\play_context.py,getattr,424
lib\ansible\playbook\play_context.py,getattr,477
lib\ansible\playbook\play_context.py,getattr,480
lib\ansible\playbook\play_context.py,getattr,588
lib\ansible\playbook\task.py,hasattr,106
lib\ansible\playbook\task.py,hasattr,106
lib\ansible\playbook\task.py,hasattr,106
lib\ansible\playbook\task.py,hasattr,108
lib\ansible\playbook\task.py,hasattr,108
lib\ansible\playbook\task.py,hasattr,108
lib\ansible\playbook\task.py,delsubscript,332
lib\ansible\playbook\task.py,delsubscript,334
lib\ansible\playbook\task.py,delsubscript,389
lib\ansible\playbook\task.py,delsubscript,396
lib\ansible\playbook\task.py,getattr,422
lib\ansible\playbook\task.py,getattr,424
lib\ansible\playbook\task.py,hasattr,424
lib\ansible\playbook\role\requirement.py,delsubscript,154
lib\ansible\playbook\role\__init__.py,getattr,183
lib\ansible\playbook\role\__init__.py,getattr,185
lib\ansible\playbook\role\__init__.py,getattr,189
lib\ansible\plugins\action\assemble.py,delsubscript,142
lib\ansible\plugins\action\copy.py,delsubscript,421
lib\ansible\plugins\action\copy.py,delsubscript,526
lib\ansible\plugins\action\fetch.py,delsubscript,168
lib\ansible\plugins\action\normal.py,delsubscript,39
lib\ansible\plugins\action\package.py,delsubscript,66
lib\ansible\plugins\action\synchronize.py,delsubscript,118
lib\ansible\plugins\action\synchronize.py,delsubscript,121
lib\ansible\plugins\action\synchronize.py,getattr,381
lib\ansible\plugins\action\synchronize.py,getattr,382
lib\ansible\plugins\action\synchronize.py,getattr,383
lib\ansible\plugins\action\unarchive.py,delsubscript,133
lib\ansible\plugins\action\win_copy.py,delsubscript,358
lib\ansible\plugins\action\__init__.py,hasattr,131
lib\ansible\plugins\action\__init__.py,getattr,209
lib\ansible\plugins\action\__init__.py,getattr,608
lib\ansible\plugins\action\__init__.py,getattr,619
lib\ansible\plugins\cache\memcached.py,getattr,124
lib\ansible\plugins\cache\memcached.py,delsubscript,154
lib\ansible\plugins\cache\memcached.py,delsubscript,161
lib\ansible\plugins\cache\memcached.py,delsubscript,214
lib\ansible\plugins\cache\memory.py,delsubscript,41
lib\ansible\plugins\cache\redis.py,delsubscript,119
lib\ansible\plugins\cache\__init__.py,delsubscript,160
lib\ansible\plugins\cache\__init__.py,delsubscript,189
lib\ansible\plugins\callback\context_demo.py,getattr,39
lib\ansible\plugins\callback\default.py,delsubscript,99
lib\ansible\plugins\callback\default.py,getattr,297
lib\ansible\plugins\callback\logentries.py,getattr,203
lib\ansible\plugins\callback\logentries.py,delsubscript,304
lib\ansible\plugins\callback\__init__.py,getattr,70
lib\ansible\plugins\callback\__init__.py,getattr,71
lib\ansible\plugins\callback\__init__.py,getattr,72
lib\ansible\plugins\callback\__init__.py,delsubscript,114
lib\ansible\plugins\callback\__init__.py,delsubscript,118
lib\ansible\plugins\callback\__init__.py,delsubscript,122
lib\ansible\plugins\callback\__init__.py,delsubscript,132
lib\ansible\plugins\callback\__init__.py,delsubscript,136
lib\ansible\plugins\callback\__init__.py,delsubscript,148
lib\ansible\plugins\callback\__init__.py,delsubscript,234
lib\ansible\plugins\callback\__init__.py,getattr,322
lib\ansible\plugins\connection\paramiko_ssh.py,getattr,247
lib\ansible\plugins\connection\paramiko_ssh.py,getattr,248
lib\ansible\plugins\connection\paramiko_ssh.py,getattr,249
lib\ansible\plugins\connection\paramiko_ssh.py,getattr,479
lib\ansible\plugins\connection\paramiko_ssh.py,getattr,503
lib\ansible\plugins\connection\paramiko_ssh.py,getattr,510
lib\ansible\plugins\connection\paramiko_ssh.py,hasattr,523
lib\ansible\plugins\connection\ssh.py,getattr,483
lib\ansible\plugins\connection\winrm.py,hasattr,204
lib\ansible\plugins\connection\__init__.py,hasattr,68
lib\ansible\plugins\connection\__init__.py,hasattr,70
lib\ansible\plugins\connection\__init__.py,hasattr,73
lib\ansible\plugins\connection\__init__.py,hasattr,75
lib\ansible\plugins\connection\__init__.py,hasattr,87
lib\ansible\plugins\connection\__init__.py,getattr,88
lib\ansible\plugins\filter\core.py,hasattr,237
lib\ansible\plugins\filter\core.py,getattr,298
lib\ansible\plugins\inventory\ini.py,delsubscript,197
lib\ansible\plugins\inventory\ini.py,delsubscript,251
lib\ansible\plugins\lookup\first_found.py,getattr,124
lib\ansible\plugins\lookup\hashi_vault.py,getattr,136
lib\ansible\plugins\lookup\password.py,delsubscript,124
lib\ansible\plugins\lookup\password.py,getattr,200
lib\ansible\plugins\lookup\sequence.py,delattribute,208
lib\ansible\plugins\strategy\free.py,getattr,131
lib\ansible\plugins\strategy\free.py,getattr,133
lib\ansible\plugins\strategy\free.py,delsubscript,147
lib\ansible\plugins\strategy\free.py,delname,161,task_vars
lib\ansible\plugins\strategy\linear.py,getattr,253
lib\ansible\plugins\strategy\linear.py,delname,277,task_vars
lib\ansible\plugins\strategy\__init__.py,getattr,114
lib\ansible\plugins\strategy\__init__.py,getattr,115
lib\ansible\plugins\strategy\__init__.py,delsubscript,386
lib\ansible\plugins\strategy\__init__.py,delsubscript,563
lib\ansible\plugins\strategy\__init__.py,getattr,770
lib\ansible\plugins\strategy\__init__.py,delsubscript,908
lib\ansible\plugins\test\core.py,getattr,81
lib\ansible\plugins\test\core.py,getattr,116
lib\ansible\template\safe_eval.py,hasattr,113
lib\ansible\template\vars.py,hasattr,101
lib\ansible\template\__init__.py,hasattr,207
lib\ansible\template\__init__.py,getattr,259
lib\ansible\template\__init__.py,getattr,260
lib\ansible\template\__init__.py,getattr,261
lib\ansible\template\__init__.py,hasattr,349
lib\ansible\template\__init__.py,hasattr,429
lib\ansible\template\__init__.py,hasattr,481
lib\ansible\utils\color.py,hasattr,28
lib\ansible\utils\encrypt.py,getattr,39
lib\ansible\utils\vars.py,hasattr,124
lib\ansible\utils\vars.py,getattr,156
test\units\mock\loader.py,delsubscript,94
test\units\parsing\vault\test_vault_editor.py,hasattr,88
test\units\plugins\action\test_action.py,delsubscript,607
test\units\plugins\callback\test_callback.py,getattr,347
test\units\template\test_templar.py,hasattr,63
test\units\template\test_templar.py,hasattr,79
