file,method,params,startLineno,endLineno,affectedLineno,affectedOffsets,affectedVar,affectedTypes
lib\ansible\errors\__init__.py,_get_extended_error,self,100,174,116,4802-4815,error_message,"str,tuple,tuple"
lib\ansible\errors\__init__.py,_get_extended_error,self,100,174,119,5016-5029,error_message,"str,tuple,tuple"
lib\ansible\errors\__init__.py,_get_extended_error,self,100,174,122,5314-5327,error_message,"str,tuple,tuple"
lib\ansible\errors\__init__.py,_get_extended_error,self,100,174,140,6274-6287,error_message,"str,tuple,tuple"
lib\ansible\errors\__init__.py,_get_extended_error,self,100,174,142,6408-6421,error_message,"str,tuple,tuple"
lib\ansible\errors\__init__.py,_get_extended_error,self,100,174,111,4508-4518,arrow_line,"str,int"
lib\ansible\errors\__init__.py,_get_extended_error,self,100,174,149,6707-6720,error_message,"str,tuple,tuple"
lib\ansible\errors\__init__.py,__init__,"self, message='', obj=None, show_content=True, suppress_extended_error=False, orig_exc=None",53,73,56,2240-2254,extended_error,"str,tuple,tuple"
lib\ansible\errors\__init__.py,__init__,"self, message='', obj=None, show_content=True, suppress_extended_error=False, orig_exc=None",53,73,57,2325-2339,extended_error,"str,tuple,tuple"
lib\ansible\errors\__init__.py,__init__,"self, message='', obj=None, show_content=True, suppress_extended_error=False, orig_exc=None",53,73,59,2375-2382,message,"str,tuple"
lib\ansible\executor\playbook_executor.py,_get_serialized_batches,"self, play",233,277,264,11228-11231,msg,"str,tuple"
lib\ansible\executor\playbook_executor.py,_get_serialized_batches,"self, play",233,277,252,10656-10662,prompt,"str,tuple"
lib\ansible\executor\playbook_executor.py,_get_serialized_batches,"self, play",233,277,257,10970-10976,prompt,"str,tuple"
lib\ansible\executor\playbook_executor.py,_get_serialized_batches,"self, play",233,277,265,11295-11298,msg,"str,tuple"
lib\ansible\executor\playbook_executor.py,_get_serialized_batches,"self, play",233,277,270,11516-11519,msg,"str,tuple"
lib\ansible\galaxy\api.py,lookup_role_by_name,"self, role_name, notify=True",176,196,181,6642-6645,url,"str,tuple"
lib\ansible\galaxy\api.py,__auth_header,self,80,84,84,3044-3047,url,"str,tuple"
lib\ansible\galaxy\api.py,lookup_role_by_name,"self, role_name, notify=True",176,196,186,6872-6875,url,"str,tuple"
lib\ansible\galaxy\api.py,fetch_role_related,"self, related, role_id",198,217,199,7265-7268,url,"str,tuple"
lib\ansible\galaxy\api.py,fetch_role_related,"self, related, role_id",198,217,209,7646-7649,url,"str,tuple"
lib\ansible\galaxy\api.py,create_import_task,"self, github_user, github_repo, reference=None, role_name=None",140,158,149,5465-5468,url,"str,tuple,tuple"
lib\ansible\galaxy\api.py,__init__,"self, galaxy",65,78,72,2566-2573,baseurl,"str,tuple"
lib\ansible\galaxy\api.py,search_roles,"self, search, **kwargs",243,271,267,9792-9799,baseurl,"str,tuple"
lib\ansible\galaxy\api.py,search_roles,"self, search, **kwargs",243,271,268,9860-9863,url,"str,tuple"
lib\ansible\galaxy\api.py,get_import_task,"self, task_id=None, github_user=None, github_repo=None",160,174,163,5907-5916,role_name,"str,list,int"
lib\ansible\galaxy\api.py,get_import_task,"self, task_id=None, github_user=None, github_repo=None",160,174,167,6124-6131,baseurl,"str,tuple"
lib\ansible\galaxy\api.py,get_import_task,"self, task_id=None, github_user=None, github_repo=None",160,174,167,6144-6153,role_name,"str,list,int"
lib\ansible\galaxy\api.py,get_import_task,"self, task_id=None, github_user=None, github_repo=None",160,174,168,6190-6193,url,"str,tuple"
lib\ansible\galaxy\api.py,_get_server_api_version,self,108,127,116,4151-4158,baseurl,"str,tuple"
lib\ansible\galaxy\api.py,_get_server_api_version,self,108,127,118,4249-4252,url,"str,tuple"
lib\ansible\galaxy\api.py,search_roles,"self, search, **kwargs",243,271,262,9538-9545,baseurl,"str,tuple"
lib\ansible\galaxy\api.py,search_roles,"self, search, **kwargs",243,271,263,9593-9596,url,"str,tuple"
lib\ansible\galaxy\api.py,search_roles,"self, search, **kwargs",243,271,257,9343-9350,baseurl,"str,tuple"
lib\ansible\galaxy\api.py,search_roles,"self, search, **kwargs",243,271,258,9386-9389,url,"str,tuple"
lib\ansible\galaxy\api.py,search_roles,"self, search, **kwargs",243,271,246,8994-9001,baseurl,"str,tuple"
lib\ansible\galaxy\api.py,search_roles,"self, search, **kwargs",243,271,253,9227-9230,url,"str,tuple"
lib\ansible\galaxy\api.py,_get_server_api_version,self,108,127,126,4543-4550,baseurl,"str,tuple"
lib\ansible\galaxy\api.py,authenticate,"self, github_token",129,138,132,4779-4782,url,"str,tuple"
lib\ansible\galaxy\role.py,remove,self,159,172,170,5580-5591,archive_url,"str,tuple,?"
lib\ansible\module_utils\basic.py,_check_locale,self,1544,1563,1549,58728-58734,kwargs,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,add_path_info,"self, kwargs",1502,1542,1509,57192-57196,data,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,json_dict_bytes_to_unicode,"d, encoding='utf-8', errors='surrogate_or_strict'",340,357,356,12042-12043,d,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,json_dict_bytes_to_unicode,"d, encoding='utf-8', errors='surrogate_or_strict'",340,357,357,12077-12078,d,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,return_values,obj,360,382,360,12229-12230,d,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,return_values,obj,360,382,361,12293-12294,d,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,return_values,obj,360,382,362,12336-12337,d,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,return_values,obj,360,382,363,12402-12403,d,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,return_values,obj,360,382,365,12451-12452,d,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,add_path_info,"self, kwargs",1502,1542,1512,57326-57334,new_data,"tuple,str,dict,list,dict,list"
lib\ansible\module_utils\basic.py,add_path_info,"self, kwargs",1502,1542,1505,56965-56969,data,"str,list,dict,dict"
lib\ansible\module_utils\basic.py,_check_required_if,"self, spec, param=None",1735,1767,1760,68477-68481,args,"str,list"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1774,68901-68905,args,"str,list,list"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1775,68947-68951,args,"str,list,list"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1776,68989-68993,args,"str,list,list"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1778,69055-69059,args,"str,list,list"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1779,69101-69107,b_args,"str,list,list"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1780,69126-69132,b_args,"str,list,list"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1782,69177-69181,args,"str,list,list"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1786,69256-69269,to_clean_args,"str,list,list"
lib\ansible\module_utils\basic.py,remove_values,"value, no_log_strings",476,500,490,17404-17410,output,"str,list,dict"
lib\ansible\module_utils\basic.py,_check_argument_values,"self, spec=None, param=None",1769,1809,1799,69782-69785,arg,"str,list,dict"
lib\ansible\module_utils\basic.py,safe_eval,"self, value, locals=None, include_exceptions=False",1811,1837,1833,70732-70736,args,"str,list,list"
lib\ansible\module_utils\basic.py,safe_eval,"self, value, locals=None, include_exceptions=False",1811,1837,1834,70785-70789,args,"str,list,list"
lib\ansible\module_utils\basic.py,safe_eval,"self, value, locals=None, include_exceptions=False",1811,1837,1836,70845-70849,args,"str,list,list"
lib\ansible\module_utils\basic.py,safe_eval,"self, value, locals=None, include_exceptions=False",1811,1837,1837,70892-70899,running,"str,list,list"
lib\ansible\module_utils\basic.py,_symbolic_mode_to_octal,"cls, path_stat, symbolic_mode",1341,1384,1373,51657-51660,msg,"str,list,list"
lib\ansible\module_utils\basic.py,_symbolic_mode_to_octal,"cls, path_stat, symbolic_mode",1341,1384,1378,51905-51908,msg,"str,list,list"
lib\ansible\module_utils\basic.py,_symbolic_mode_to_octal,"cls, path_stat, symbolic_mode",1341,1384,1379,51963-51966,msg,"str,list,list"
lib\ansible\module_utils\basic.py,_symbolic_mode_to_octal,"cls, path_stat, symbolic_mode",1341,1384,1382,52144-52147,msg,"str,list,list"
lib\ansible\module_utils\basic.py,_apply_operation_to_mode,"user, operator, mode_to_apply, current_mode",1386,1403,1387,52304-52315,journal_msg,"str,list,dict,list,list"
lib\ansible\module_utils\basic.py,_apply_operation_to_mode,"user, operator, mode_to_apply, current_mode",1386,1403,1397,52822-52832,syslog_msg,"str,list,dict,list,list"
lib\ansible\module_utils\basic.py,_symbolic_mode_to_octal,"cls, path_stat, symbolic_mode",1341,1384,1355,51173-51176,msg,"str,list,dict,list,list"
lib\ansible\module_utils\basic.py,_apply_operation_to_mode,"user, operator, mode_to_apply, current_mode",1386,1403,1394,52637-52648,journal_msg,"str,list,dict,list,list"
lib\ansible\module_utils\basic.py,_apply_operation_to_mode,"user, operator, mode_to_apply, current_mode",1386,1403,1399,52890-52900,syslog_msg,"str,list,dict,list,list"
lib\ansible\module_utils\basic.py,_check_type_str,"self, value",1839,1844,1839,70939-70943,args,"str,list,list"
lib\ansible\module_utils\basic.py,_handle_aliases,"self, spec=None, param=None",1565,1591,1573,59792-59805,digest_method,"str,sha"
lib\ansible\module_utils\basic.py,_handle_aliases,"self, spec=None, param=None",1565,1591,1576,59904-59917,digest_method,"str,sha"
lib\ansible\module_utils\basic.py,_count_terms,"self, check, param=None",1674,1681,1681,64589-64602,switched_user,"str,bool"
lib\ansible\module_utils\basic.py,get_flags_from_attributes,attributes,736,741,740,26783-26794,mount_point,"str,list"
lib\ansible\module_utils\basic.py,_check_required_together,"self, spec, param=None",1705,1716,1710,66000-66013,switched_user,"str,bool"
lib\ansible\module_utils\basic.py,add_path_info,"self, kwargs",1502,1542,1537,58206-58212,kwargs,"str,list,dict"
lib\ansible\module_utils\basic.py,_check_arguments,"self, check_invalid_arguments, spec=None, param=None, legal_inputs=None",1613,1672,1614,61543-61553,backupdest,"str,tuple"
lib\ansible\module_utils\basic.py,_check_arguments,"self, check_invalid_arguments, spec=None, param=None, legal_inputs=None",1613,1672,1616,61577-61587,backupdest,"str,tuple"
lib\ansible\module_utils\basic.py,set_group_if_different,"self, path, group, changed, diff=None, expand=True",1166,1205,1180,44637-44640,msg,"str,tuple"
lib\ansible\module_utils\basic.py,load_platform_subclass,"cls, *args, **kwargs",296,318,297,9793-9813,distribution_version,"str,list"
lib\ansible\module_utils\basic.py,load_platform_subclass,"cls, *args, **kwargs",296,318,304,10135-10155,distribution_version,"None,str,list"
lib\ansible\module_utils\basic.py,_symbolic_mode_to_octal,"cls, path_stat, symbolic_mode",1341,1384,1347,50874-50880,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,_symbolic_mode_to_octal,"cls, path_stat, symbolic_mode",1341,1384,1349,50935-50941,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,heuristic_log_sanitize,"data, no_log_values=None",503,565,543,19522-19528,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,set_context_if_different,"self, path, context, changed, diff=None",1080,1123,1096,41174-41180,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,set_owner_if_different,"self, path, owner, changed, diff=None, expand=True",1125,1164,1150,43191-43197,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,set_context_if_different,"self, path, context, changed, diff=None",1080,1123,1115,41883-41889,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,set_owner_if_different,"self, path, owner, changed, diff=None, expand=True",1125,1164,1161,43621-43627,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,set_owner_if_different,"self, path, owner, changed, diff=None, expand=True",1125,1164,1161,43637-43643,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,_get_octal_mode_from_symbolic_perms,"path_stat, user, perms, use_umask",1405,1472,1408,53239-53245,params,"tuple,dict,list"
lib\ansible\module_utils\basic.py,_get_octal_mode_from_symbolic_perms,"path_stat, user, perms, use_umask",1405,1472,1418,53660-53666,params,"tuple,dict,list"
lib\ansible\module_utils\known_hosts.py,not_in_host_file,"self, host",97,146,139,5150-5154,line,"str,list"
lib\ansible\module_utils\known_hosts.py,not_in_host_file,"self, host",97,146,139,5177-5181,line,"str,list"
lib\ansible\module_utils\known_hosts.py,not_in_host_file,"self, host",97,146,141,5231-5235,line,"str,list"
lib\ansible\module_utils\known_hosts.py,add_host_key,"module, fqdn, port='22', key_type='rsa', create_dir=False",149,195,188,7010-7018,this_cmd,"str,tuple"
lib\ansible\module_utils\service.py,fail_if_missing,"module, found, service, msg=''",77,91,83,3214-3217,cmd,"str,tuple"
lib\ansible\module_utils\service.py,fail_if_missing,"module, found, service, msg=''",77,91,91,3535-3538,pid,"file,int"
lib\ansible\module_utils\service.py,fork_process,,94,133,106,4021-4024,pid,"file,int"
lib\ansible\module_utils\service.py,fork_process,,94,133,111,4156-4159,pid,"file,int"
lib\ansible\module_utils\service.py,fork_process,,94,133,115,4256-4259,cmd,"str,tuple"
lib\ansible\module_utils\service.py,fork_process,,94,133,116,4309-4312,cmd,"str,tuple"
lib\ansible\module_utils\service.py,fork_process,,94,133,117,4348-4351,cmd,"str,tuple,list"
lib\ansible\module_utils\service.py,daemonize,"module, cmd",136,225,141,5452-5455,pid,"file,int"
lib\ansible\module_utils\service.py,daemonize,"module, cmd",136,225,145,5590-5593,pid,"file,int"
lib\ansible\module_utils\splitter.py,split_args,args,65,205,189,8260-8261,x,"str,tuple,tuple,tuple"
lib\ansible\module_utils\splitter.py,split_args,args,65,205,189,8238-8239,x,"str,tuple,tuple,tuple"
lib\ansible\module_utils\urls.py,__init__,"self, hostname, port",555,557,555,22820-22831,credentials,"str,tuple"
lib\ansible\parsing\splitter.py,parse_kv,"args, check_raw=False",49,102,69,2571-2577,orig_x,"str,tuple,tuple,tuple"
lib\ansible\parsing\splitter.py,_decode_escapes,s,42,46,43,1669-1670,s,"str,tuple,tuple,tuple"
lib\ansible\parsing\splitter.py,parse_kv,"args, check_raw=False",49,102,89,3474-3480,orig_x,"str,tuple,tuple,tuple"
lib\ansible\parsing\splitter.py,parse_kv,"args, check_raw=False",49,102,93,3620-3626,orig_x,"str,tuple,tuple,tuple"
lib\ansible\parsing\vault\__init__.py,is_encrypted,data,571,584,579,19223-19227,salt,"str,list"
lib\ansible\parsing\vault\__init__.py,is_encrypted,data,571,584,580,19262-19273,cryptedData,"str,list"
lib\ansible\parsing\vault\__init__.py,is_encrypted_file,file_obj,586,589,586,19477-19488,cryptedHmac,"str,list"
lib\ansible\parsing\vault\__init__.py,encrypt,"self, plaintext, secret=None, vault_id=None",591,631,615,20353-20354,a,"str,list"
lib\ansible\parsing\vault\__init__.py,encrypt,"self, plaintext, secret=None, vault_id=None",591,631,619,20440-20441,a,"str,list"
lib\ansible\parsing\vault\__init__.py,_run,"self, command",463,475,467,15570-15584,padding_length,"str,int"
lib\ansible\playbook\base.py,post_validate,"self, templar",350,462,359,15196-15201,value,"list,dict,float,int,?"
lib\ansible\playbook\base.py,__new__,"cls, name, parents, dct",79,140,106,4102-4108,method,"Base,str"
lib\ansible\playbook\base.py,__new__,"cls, name, parents, dct",79,140,107,4145-4151,method,"Base,str"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,506,21090-21096,prompt,"None,str,function"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,459,19096-19107,success_cmd,"None,str,tuple"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,461,19233-19244,success_cmd,"None,str,tuple"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,471,19715-19726,success_cmd,"None,str,tuple"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,476,19898-19909,success_cmd,"None,str,tuple"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,481,20096-20107,success_cmd,"None,str,tuple"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,487,20456-20467,success_cmd,"None,str,tuple"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,506,21099-21105,prompt,"None,str,function"
lib\ansible\playbook\play_context.py,make_become_cmd,"self, cmd, executable=None",454,575,508,21209-21218,becomecmd,"None,str,tuple,tuple,tuple,tuple,tuple"
lib\ansible\playbook\task.py,_merge_kv,"self, ds",125,137,126,4652-4655,buf,"str,tuple"
lib\ansible\playbook\role\requirement.py,role_spec_parse,role_spec,76,121,117,3640-3643,scm,"None,str,list,int"
lib\ansible\playbook\role\requirement.py,role_spec_parse,role_spec,76,121,118,3720-3723,scm,"None,str,list,int"
lib\ansible\playbook\role\requirement.py,role_spec_parse,role_spec,76,121,120,3756-3759,scm,"None,str,list,int"
lib\ansible\playbook\role\requirement.py,role_spec_parse,role_spec,76,121,120,3765-3773,role_url,"str,list,int"
lib\ansible\playbook\role\requirement.py,role_spec_parse,role_spec,76,121,120,3802-3811,role_name,"RoleRequirement,str"
lib\ansible\playbook\role\requirement.py,role_yaml_parse,role,123,182,172,5723-5727,role,"dict,tuple,?"
lib\ansible\playbook\role\requirement.py,role_yaml_parse,role,123,182,174,5797-5801,role,"dict,tuple,?"
lib\ansible\playbook\role\requirement.py,role_yaml_parse,role,123,182,176,5829-5833,role,"dict,tuple,?"
lib\ansible\plugins\action\assemble.py,_assemble_from_fragments,"self, src_path, delimiter=None, compiled_regexp=None, ignore_hidden=False, decrypt=True",39,79,47,1652-1660,fragment,"str,tuple"
lib\ansible\plugins\action\assemble.py,_assemble_from_fragments,"self, src_path, delimiter=None, compiled_regexp=None, ignore_hidden=False, decrypt=True",39,79,47,1701-1709,fragment,"str,tuple"
lib\ansible\plugins\action\assemble.py,_assemble_from_fragments,"self, src_path, delimiter=None, compiled_regexp=None, ignore_hidden=False, decrypt=True",39,79,49,1792-1800,fragment,"str,tuple"
lib\ansible\plugins\action\fetch.py,run,"self, tmp=None, task_vars=None",40,213,117,5210-5214,dest,"str,tuple,?"
lib\ansible\plugins\action\pause.py,run,"self, tmp=None, task_vars=None",53,232,117,4125-4131,prompt,"None,str,tuple"
lib\ansible\plugins\action\synchronize.py,_format_rsync_rsh_target,"self, host, path, user",54,69,58,2065-2076,user_prefix,"str,tuple"
lib\ansible\plugins\action\synchronize.py,_format_rsync_rsh_target,"self, host, path, user",54,69,60,2138-2149,user_prefix,"str,tuple"
lib\ansible\plugins\action\synchronize.py,run,"self, tmp=None, task_vars=None",134,421,228,9773-9776,src,"str,tuple,?"
lib\ansible\plugins\action\synchronize.py,run,"self, tmp=None, task_vars=None",134,421,229,9812-9816,dest,"str,tuple,?"
lib\ansible\plugins\action\__init__.py,_fixup_perms2,"self, remote_paths, remote_user=None, execute=True",365,449,412,18399-18408,args_data,"str,tuple"
lib\ansible\plugins\action\__init__.py,_early_needs_tmp_path,self,204,209,209,9345-9353,basefile,"str,tuple"
lib\ansible\plugins\action\__init__.py,_make_tmp_path,"self, remote_user=None",231,290,232,10790-10796,output,"str,tuple,?"
lib\ansible\plugins\action\__init__.py,_fixup_perms2,"self, remote_paths, remote_user=None, execute=True",365,449,413,18509-18518,args_data,"str,tuple"
lib\ansible\plugins\callback\default.py,v2_runner_item_on_ok,"self, result",193,214,197,9305-9308,msg,"str,tuple"
lib\ansible\plugins\callback\default.py,v2_runner_on_ok,"self, result",68,101,87,3840-3843,msg,"str,tuple,tuple"
lib\ansible\plugins\callback\default.py,v2_playbook_on_play_start,"self, play",170,179,170,7658-7661,msg,"str,tuple,tuple"
lib\ansible\plugins\callback\default.py,v2_runner_item_on_ok,"self, result",193,214,198,9389-9392,msg,"str,tuple"
lib\ansible\plugins\callback\default.py,v2_runner_on_ok,"self, result",68,101,88,3931-3934,msg,"str,tuple,tuple"
lib\ansible\plugins\callback\default.py,v2_runner_item_on_ok,"self, result",193,214,203,9635-9638,msg,"str,tuple"
lib\ansible\plugins\callback\mail.py,mail,"self, subject='Ansible error mail', body=None",92,121,95,2966-2970,body,"str,tuple"
lib\ansible\plugins\callback\mail.py,mail,"self, subject='Ansible error mail', body=None",92,121,98,3209-3213,body,"str,tuple"
lib\ansible\plugins\callback\mail.py,mail,"self, subject='Ansible error mail', body=None",92,121,101,3449-3453,body,"str,tuple"
lib\ansible\plugins\callback\mail.py,mail,"self, subject='Ansible error mail', body=None",92,121,102,3530-3534,body,"str,tuple"
