file,lineno,_lineno,kind,message
tests\unit\vpc\test_vpc_peering_connection.py,128,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpc_peering_connection.py,153,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpc_peering_connection.py,220,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpc_peering_connection.py,253,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpnconnection.py,95,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpnconnection.py,137,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpnconnection.py,180,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpnconnection.py,204,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpnconnection.py,230,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpngateway.py,11,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpngateway.py,58,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpngateway.py,91,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpngateway.py,115,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpngateway.py,145,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpngateway.py,170,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
tests\unit\vpc\test_vpngateway.py,196,4,assignment," Incompatible types in assignment (expression has type ""Type[VPCConnection]"", base class ""AWSMockServiceTestCase"" defined the type as ""None"")"
