file,method,params,startLineno,endLineno,affectedLineno,affectedOffsets,affectedVar,affectedTypes
fabric\contrib\files.py,upload_template,"filename, destination, context=None, use_jinja=False, template_dir=None, use_sudo=False, backup=True, mirror_local_mode=False, mode=None, pty=None",69,161,113,4096-4100,func,"bool,function,function,?"
fabric\contrib\files.py,upload_template,"filename, destination, context=None, use_jinja=False, template_dir=None, use_sudo=False, backup=True, mirror_local_mode=False, mode=None, pty=None",69,161,153,5757-5761,func,"bool,function,function,?"
fabric\contrib\files.py,contains,"filename, text, exact=False, use_sudo=False, escape=True, shell=False",320,361,361,13785-13789,func,"bool,function,function"
fabric\contrib\files.py,contains,"filename, text, exact=False, use_sudo=False, escape=True, shell=False",320,361,361,13790-13799,egrep_cmd,"str,tuple"
fabric\contrib\files.py,append,"filename, text, use_sudo=False, partial=False, escape=True, shell=False",364,413,413,16078-16082,func,"bool,function,function"
fabric\contrib\files.py,comment,"filename, regex, use_sudo=False, char='#', backup='.bak', shell=False",267,316,312,11904-11909,regex,"str,tuple"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,130,5760-5772,exclude_opts,"str,int"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,147,6424-6431,options,"str,dict"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,147,6433-6442,local_dir,"str,list,None"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,147,6444-6457,remote_prefix,"str,tuple"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,147,6459-6469,remote_dir,"str,int"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,149,6520-6527,options,"str,dict"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,149,6529-6542,remote_prefix,"str,tuple"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,149,6544-6554,remote_dir,"str,int"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,149,6556-6565,local_dir,"str,list,None"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,152,6653-6656,cmd,"str,tuple,tuple"
fabric\contrib\project.py,rsync_project,"remote_dir, local_dir=None, exclude=(), delete=False, extra_opts='', ssh_opts='', capture=False, upload=True, default_opts='-pthrvz'",18,153,153,6677-6680,cmd,"str,tuple,tuple"
fabric\contrib\project.py,upload_project,"local_dir=None, remote_dir='', use_sudo=False",156,204,200,8476-8482,runner,"bool,function,function"
fabric\contrib\project.py,upload_project,"local_dir=None, remote_dir='', use_sudo=False",156,204,202,8548-8554,runner,"bool,function,function"
integration\test_contrib.py,rsync,"self, id_, **kwargs",94,103,96,2720-2726,remote,"str,int"
integration\test_contrib.py,rsync,"self, id_, **kwargs",94,103,97,2760-2766,remote,"str,int"
integration\test_contrib.py,rsync,"self, id_, **kwargs",94,103,99,2831-2837,remote,"str,int"
tests\fake_filesystem.py,__cmp__,"self, other",40,42,42,1079-1081,me,"FakeFile,str"
tests\Python26SocketServer.py,process_request,"self, request, client_address",523,544,527,17493-17496,pid,"int,file"
tests\Python26SocketServer.py,process_request,"self, request, client_address",523,544,531,17658-17661,pid,"int,file"
tests\server.py,chattr,"self, path, attr",316,328,324,9748-9753,which,"str,list"
tests\server.py,chattr,"self, path, attr",316,328,325,9792-9799,attname,"str,list"
tests\server.py,chattr,"self, path, attr",316,328,327,9893-9900,attname,"str,list"
tests\server.py,list_folder,"self, path",273,285,285,8256-8259,bad,"list,int"
tests\test_decorators.py,test_with_settings_passes_env_vars_into_decorated_function,,265,272,272,6469-6483,decorated_task,"function,WrappedCallableTask"
tests\test_main.py,test_implicit_discovery,self,453,462,460,13192-13197,funcs,"_Dict,str,dict"
tests\test_main.py,test_implicit_discovery,self,453,462,461,13229-13234,funcs,"_Dict,str,dict"
tests\test_main.py,test_implicit_discovery,self,453,462,462,13262-13267,funcs,"_Dict,str,dict"
tests\test_main.py,test_task_decorator_plays_well_with_others,self,529,537,537,16097-16102,funcs,"_Dict,str,dict"
tests\test_main.py,test_task_decorator_plays_well_with_others,self,529,537,537,16105-16110,funcs,"_Dict,str,dict"
tests\test_main.py,test_flat_aliases,self,423,430,427,11992-11997,funcs,"_Dict,str,dict"
tests\test_main.py,test_flat_aliases,self,423,430,428,12029-12034,funcs,"_Dict,str,dict"
tests\test_main.py,test_flat_aliases,self,423,430,429,12070-12075,funcs,"_Dict,str,dict"
tests\test_main.py,test_flat_aliases,self,423,430,430,12115-12120,funcs,"_Dict,str,dict"
tests\test_main.py,test_class_based_tasks_are_found_with_variable_name,self,496,507,505,14839-14844,funcs,"_Dict,str,dict"
tests\test_main.py,test_class_based_tasks_are_found_with_variable_name,self,496,507,506,14876-14881,funcs,"_Dict,str,dict"
tests\test_main.py,test_class_based_tasks_are_found_with_variable_name,self,496,507,507,14900-14905,funcs,"_Dict,str,dict"
tests\test_main.py,test_nested_alias,self,414,421,418,11679-11684,funcs,"_Dict,str,dict"
tests\test_main.py,test_nested_alias,self,414,421,419,11707-11712,funcs,"_Dict,str,dict"
tests\test_main.py,test_nested_alias,self,414,421,420,11754-11759,funcs,"_Dict,str,dict"
tests\test_main.py,test_nested_alias,self,414,421,421,11805-11810,funcs,"_Dict,str,dict"
tests\test_main.py,test_class_based_tasks_are_found_with_proper_name,self,485,494,493,14396-14401,funcs,"_Dict,str,dict"
tests\test_main.py,test_class_based_tasks_are_found_with_proper_name,self,485,494,494,14433-14438,funcs,"_Dict,str,dict"
tests\test_main.py,list_output,"module, format_, expected",550,555,554,16504-16509,tasks,"_Dict,str,dict"
tests\test_main.py,list_output,"module, format_, expected",550,555,555,16535-16544,docstring,"_Dict,str,dict"
tests\test_main.py,eq_output,"docstring, format_, expected",544,547,546,16244-16253,docstring,"_Dict,str,dict"
tests\test_main.py,test_explicit_discovery,self,464,473,471,13564-13569,funcs,"_Dict,str,dict"
tests\test_main.py,test_explicit_discovery,self,464,473,472,13601-13606,funcs,"_Dict,str,dict"
tests\test_main.py,test_explicit_discovery,self,464,473,473,13638-13643,funcs,"_Dict,str,dict"
tests\test_main.py,test_should_load_decorated_tasks_only_if_one_is_found,self,475,483,482,13975-13980,funcs,"_Dict,str,dict"
tests\test_main.py,test_should_load_decorated_tasks_only_if_one_is_found,self,475,483,483,14012-14017,funcs,"_Dict,str,dict"
tests\test_main.py,test_default_task_loading,,670,675,675,20534-20539,tasks,"_Dict,str,dict"
tests\test_main.py,test_nested_aliases,self,432,440,436,12304-12309,funcs,"_Dict,str,dict"
tests\test_main.py,test_nested_aliases,self,432,440,437,12332-12337,funcs,"_Dict,str,dict"
tests\test_main.py,test_nested_aliases,self,432,440,438,12379-12384,funcs,"_Dict,str,dict"
tests\test_main.py,test_nested_aliases,self,432,440,439,12430-12435,funcs,"_Dict,str,dict"
tests\test_main.py,test_nested_aliases,self,432,440,440,12485-12490,funcs,"_Dict,str,dict"
tests\test_main.py,test_flat_alias,self,406,412,410,11416-11421,funcs,"_Dict,str,dict"
tests\test_main.py,test_flat_alias,self,406,412,411,11453-11458,funcs,"_Dict,str,dict"
tests\test_main.py,test_flat_alias,self,406,412,412,11494-11499,funcs,"_Dict,str,dict"
tests\test_main.py,test_newstyle_task_presence_skips_classic_task_modules,self,519,527,526,15627-15632,funcs,"_Dict,str,dict"
tests\test_main.py,test_newstyle_task_presence_skips_classic_task_modules,self,519,527,527,15699-15704,funcs,"_Dict,str,dict"
tests\test_main.py,test_recursion_steps_into_nontask_modules,self,509,517,516,15221-15226,funcs,"_Dict,str,dict"
tests\test_main.py,test_recursion_steps_into_nontask_modules,self,509,517,517,15298-15303,funcs,"_Dict,str,dict"
