<<__future__>> <<23:939-949>> <<module>> <<VARIABLE>> <<ANCHOR>>
<<__metaclass__>> <<24:1002-1015>> <<function>> <<SCOPE>> <<ANCHOR>>
<<Galaxy>> <<36:1201-1207>> <<type>> <<CLASS>> <<ANCHOR>>
<<__init__>> <<39:1266-1274>> <<function>> <<CONSTRUCTOR>> <<ANCHOR>>
<<add_role>> <<58:2091-2099>> <<function>> <<METHOD>> <<ANCHOR>>
<<remove_role>> <<61:2162-2173>> <<function>> <<METHOD>> <<ANCHOR>>
<<_str_from_data_file>> <<64:2238-2257>> <<function>> <<METHOD>> <<ANCHOR>>
<<self>> <<61:2174-2178>> <<Galaxy>> <<PARAMETER>> <<ANCHOR>>
<<role_name>> <<61:2180-2189>> <<?>> <<PARAMETER>> <<ANCHOR>>
<<self>> <<58:2100-2104>> <<Galaxy>> <<PARAMETER>> <<ANCHOR>>
<<role>> <<58:2106-2110>> <<?>> <<PARAMETER>> <<ANCHOR>>
<<self>> <<39:1275-1279>> <<Galaxy>> <<PARAMETER>> <<ANCHOR>>
<<options>> <<39:1281-1288>> <<?>> <<PARAMETER>> <<ANCHOR>>
<<options>> <<41:1307-1314>> <<?>> <<ATTRIBUTE>> <<ANCHOR>>
<<roles_paths>> <<42:1334-1345>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<roles_path>> <<44:1507-1517>> <<?>> <<SCOPE>> <<ANCHOR>>
<<roles_paths>> <<44:1457-1468>> <<list>> <<ATTRIBUTE>> <<ANCHOR>>
<<roles>> <<46:1568-1573>> <<dict>> <<ATTRIBUTE>> <<ANCHOR>>
<<this_dir>> <<49:1636-1644>> <<str>> <<VARIABLE>> <<ANCHOR>>
<<this_filename>> <<49:1646-1659>> <<str>> <<VARIABLE>> <<ANCHOR>>
<<DATA_PATH>> <<50:1700-1709>> <<str>> <<ATTRIBUTE>> <<ANCHOR>>
<<self>> <<64:2258-2262>> <<Galaxy>> <<PARAMETER>> <<ANCHOR>>
<<filename>> <<64:2264-2272>> <<str>> <<PARAMETER>> <<ANCHOR>>
<<myfile>> <<65:2284-2290>> <<str>> <<VARIABLE>> <<ANCHOR>>
<<e>> <<68:2415-2416>> <<?>> <<VARIABLE>> <<ANCHOR>>
<<default_readme>> <<53:1807-1821>> <<str>> <<ATTRIBUTE>> <<ANCHOR>>
<<default_meta>> <<54:1873-1885>> <<str>> <<ATTRIBUTE>> <<ANCHOR>>
<<default_test>> <<55:1951-1963>> <<str>> <<ATTRIBUTE>> <<ANCHOR>>
<<default_travis>> <<56:2025-2039>> <<str>> <<ATTRIBUTE>> <<ANCHOR>>
<<absolute_import>> <<23:958-973>> <<_Feature>> <<VARIABLE>> <<LINK>>
<<division>> <<23:975-983>> <<_Feature>> <<VARIABLE>> <<LINK>>
<<print_function>> <<23:985-999>> <<_Feature>> <<VARIABLE>> <<LINK>>
<<self>> <<62:2205-2209>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<role_name>> <<62:2216-2225>> <<?>> <<VARIABLE>> <<LINK>>
<<role>> <<59:2146-2150>> <<?>> <<VARIABLE>> <<LINK>>
<<self>> <<59:2122-2126>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<role>> <<59:2133-2137>> <<?>> <<VARIABLE>> <<LINK>>
<<options>> <<41:1317-1324>> <<?>> <<VARIABLE>> <<LINK>>
<<self>> <<41:1302-1306>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<self>> <<42:1356-1360>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<options>> <<42:1361-1368>> <<?>> <<VARIABLE>> <<LINK>>
<<roles_paths>> <<43:1411-1422>> <<?>> <<VARIABLE>> <<LINK>>
<<roles_paths>> <<44:1521-1532>> <<?>> <<VARIABLE>> <<LINK>>
<<roles_path>> <<44:1507-1517>> <<?>> <<VARIABLE>> <<LINK>>
<<roles_path>> <<44:1491-1501>> <<?>> <<VARIABLE>> <<LINK>>
<<self>> <<44:1452-1456>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<self>> <<46:1563-1567>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<this_dir>> <<50:1725-1733>> <<str>> <<VARIABLE>> <<LINK>>
<<self>> <<50:1695-1699>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<self>> <<53:1824-1828>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<_str_from_data_file>> <<53:1829-1848>> <<function>> <<VARIABLE>> <<LINK>>
