file,pattern,lineno
numpy\lib\tests\test__iotools.py,hasattr,214
numpy\linalg\linalg.py,getattr,108
numpy\ma\core.py,hasattr,210
numpy\ma\core.py,hasattr,294
numpy\ma\core.py,hasattr,357
numpy\ma\core.py,hasattr,591
numpy\ma\core.py,getattr,864
numpy\ma\core.py,getattr,865
numpy\ma\core.py,getattr,948
numpy\ma\core.py,getattr,949
numpy\ma\core.py,getattr,1104
numpy\ma\core.py,getattr,1105
numpy\ma\core.py,getattr,1351
numpy\ma\core.py,getattr,1408
numpy\ma\core.py,getattr,1673
numpy\ma\core.py,getattr,1676
numpy\ma\core.py,getattr,1680
numpy\ma\core.py,getattr,1680
numpy\ma\core.py,hasattr,1734
numpy\ma\core.py,hasattr,1864
numpy\ma\core.py,getattr,2250
numpy\ma\core.py,getattr,2286
numpy\ma\core.py,hasattr,2451
numpy\ma\core.py,getattr,2502
numpy\ma\core.py,getattr,2510
numpy\ma\core.py,getattr,2515
numpy\ma\core.py,getattr,2515
numpy\ma\core.py,getattr,2704
numpy\ma\core.py,hasattr,2714
numpy\ma\core.py,getattr,2811
numpy\ma\core.py,getattr,2817
numpy\ma\core.py,getattr,2835
numpy\ma\core.py,getattr,2836
numpy\ma\core.py,getattr,2838
numpy\ma\core.py,getattr,2839
numpy\ma\core.py,getattr,2840
numpy\ma\core.py,getattr,2841
numpy\ma\core.py,getattr,2842
numpy\ma\core.py,getattr,2843
numpy\ma\core.py,getattr,2888
numpy\ma\core.py,getattr,2891
numpy\ma\core.py,getattr,3039
numpy\ma\core.py,getattr,3043
numpy\ma\core.py,getattr,3107
numpy\ma\core.py,getattr,3180
numpy\ma\core.py,hasattr,3197
numpy\ma\core.py,hasattr,3768
numpy\ma\core.py,getattr,3769
numpy\ma\core.py,getattr,3781
numpy\ma\core.py,getattr,3817
numpy\ma\core.py,delsubscript,4224
numpy\ma\core.py,getattr,4767
numpy\ma\core.py,getattr,4777
numpy\ma\core.py,getattr,4893
numpy\ma\core.py,getattr,4903
numpy\ma\core.py,getattr,5020
numpy\ma\core.py,getattr,5023
numpy\ma\core.py,getattr,5084
numpy\ma\core.py,getattr,5423
numpy\ma\core.py,getattr,5522
numpy\ma\core.py,getattr,5574
numpy\ma\core.py,getattr,5891
numpy\ma\core.py,getattr,5893
numpy\ma\core.py,hasattr,6175
numpy\ma\core.py,getattr,6283
numpy\ma\core.py,getattr,6284
numpy\ma\core.py,getattr,6288
numpy\ma\core.py,getattr,6299
numpy\ma\core.py,getattr,6303
numpy\ma\core.py,getattr,6307
numpy\ma\core.py,hasattr,7073
numpy\ma\core.py,hasattr,7575
numpy\ma\core.py,hasattr,7616
numpy\ma\core.py,getattr,7724
numpy\ma\core.py,getattr,7730
numpy\ma\extras.py,getattr,253
numpy\ma\extras.py,getattr,254
numpy\ma\extras.py,getattr,263
numpy\ma\extras.py,hasattr,314
numpy\ma\extras.py,hasattr,399
numpy\ma\extras.py,delname,529,w
numpy\ma\extras.py,delname,538,w
numpy\ma\extras.py,delname,553,w
numpy\ma\extras.py,delname,560,w
numpy\ma\extras.py,delname,560,r
numpy\ma\extras.py,delname,585,w
numpy\ma\extras.py,delname,589,n
numpy\ma\extras.py,hasattr,666
numpy\ma\extras.py,getattr,1719
numpy\ma\mrecords.py,hasattr,56
numpy\ma\mrecords.py,getattr,171
numpy\ma\mrecords.py,getattr,173
numpy\ma\mrecords.py,getattr,367
numpy\ma\mrecords.py,getattr,371
numpy\ma\mrecords.py,getattr,381
numpy\ma\mrecords.py,getattr,422
numpy\ma\mrecords.py,getattr,606
numpy\ma\mrecords.py,hasattr,680
numpy\ma\timer_comparison.py,getattr,365
numpy\ma\timer_comparison.py,getattr,367
numpy\ma\timer_comparison.py,getattr,368
numpy\ma\tests\test_core.py,getattr,1037
numpy\ma\tests\test_core.py,getattr,1038
numpy\ma\tests\test_core.py,getattr,1238
numpy\ma\tests\test_core.py,getattr,1239
numpy\ma\tests\test_core.py,getattr,1836
numpy\ma\tests\test_core.py,getattr,1838
numpy\ma\tests\test_core.py,getattr,1839
numpy\ma\tests\test_core.py,getattr,3138
numpy\ma\tests\test_core.py,getattr,3139
numpy\ma\tests\test_core.py,getattr,3264
numpy\ma\tests\test_core.py,getattr,3283
numpy\ma\tests\test_mrecords.py,getattr,66
numpy\ma\tests\test_mrecords.py,getattr,98
numpy\ma\tests\test_mrecords.py,getattr,425
numpy\ma\tests\test_mrecords.py,getattr,444
numpy\ma\tests\test_mrecords.py,getattr,444
numpy\ma\tests\test_mrecords.py,getattr,449
numpy\ma\tests\test_mrecords.py,getattr,449
numpy\ma\tests\test_old_ma.py,getattr,688
numpy\ma\tests\test_old_ma.py,getattr,690
numpy\ma\tests\test_old_ma.py,getattr,691
numpy\ma\tests\test_subclassing.py,getattr,30
numpy\ma\tests\test_subclassing.py,getattr,33
numpy\ma\tests\test_subclassing.py,hasattr,248
numpy\matrixlib\defmatrix.py,delname,39,k
numpy\matrixlib\defmatrix.py,hasattr,344
numpy\matrixlib\tests\test_defmatrix.py,getattr,293
numpy\testing\noseclasses.py,hasattr,52
numpy\testing\noseclasses.py,getattr,92
numpy\testing\noseclasses.py,getattr,94
numpy\testing\noseclasses.py,getattr,313
numpy\testing\nosetester.py,getattr,199
numpy\testing\nosetester.py,hasattr,522
numpy\testing\utils.py,hasattr,1255
numpy\testing\utils.py,delname,1330,d
numpy\testing\utils.py,hasattr,1887
numpy\testing\utils.py,hasattr,1896
numpy\testing\tests\test_utils.py,getattr,761
