commit,author,date,title,faultID,file
731d80d,Adrian Sampson,2018-01-04 10:10:34,Merge pull request #2782 from sekjun9878/patch-3,2773
94b779e,Michael Yoo,2018-01-04 21:43:39,"New importer option incremental_skip_later, fixes #2773",2773,beets/importer.py
22c4f9c,Nicolas Guillaumin,2018-01-02 11:03:02,Added a setting to control which formats are ignored,2688,beets/autotag/mb.py
22c4f9c,Nicolas Guillaumin,2018-01-02 11:03:02,Added a setting to control which formats are ignored,2688,test/test_mb.py
3272b93,Adrian Sampson,2017-12-31 21:02:23,Merge pull request #2776 from nguillaumin/skip-non-audio-tracks,1210
71b4d5c,Nicolas Guillaumin,2017-12-30 19:18:07,Fixes #1210: Skip non-audio tracks from MusicBrainz,1210,beets/autotag/mb.py
71b4d5c,Nicolas Guillaumin,2017-12-30 19:18:07,Fixes #1210: Skip non-audio tracks from MusicBrainz,1210,test/test_mb.py
a5fc80e,Adrian Sampson,2017-12-30 20:17:46,Merge pull request #2775 from nguillaumin/skip-non-audio-media,2688
3b491ce,Nicolas Guillaumin,2017-12-30 12:16:39,Fixes #2688: Skip non-audio media from MusicBrainz,2688,beets/autotag/mb.py
3b491ce,Nicolas Guillaumin,2017-12-30 12:16:39,Fixes #2688: Skip non-audio media from MusicBrainz,2688,test/test_mb.py
d939c3e,Adrian Sampson,2017-12-21 11:12:02,Expand changelog for #2759 (fix #2738),2759
6c22501,Adrian Sampson,2017-12-21 11:09:27,Merge pull request #2759 from Vrihub/2738-filename-tracknumber,2738
9ef0ec2,Michael Yoo,2017-12-19 21:48:55,Add changelog for #2762,2762
a0643dc,Michael Yoo,2017-12-18 17:37:52,"Remove unnecessary escape caret in ImageMagick convert argument, Fixes #2729",2729,beets/util/artresizer.py
31642cd,Adrian Sampson,2017-12-16 15:02:17,Changelog entry for #2755 (fixes #934),2755
0fd27e1,Adrian Sampson,2017-12-16 15:00:50,Fix tiny typo in #2755,2755
2ba3c1b,Adrian Sampson,2017-12-12 11:57:55,Add thanks & issue number for #2758,2758
7132ad0,Vrihub,2017-12-11 19:32:53,First tentative fix for issue 2738.,2738,beetsplug/fromfilename.py
e848ada,tummychow,2017-12-07 14:46:40,Implement from_scratch option,934,beets/importer.py
e848ada,tummychow,2017-12-07 14:46:40,Implement from_scratch option,934,beets/library.py
e848ada,tummychow,2017-12-07 14:46:40,Implement from_scratch option,934,beets/ui/commands.py
e848ada,tummychow,2017-12-07 14:46:40,Implement from_scratch option,934,test/test_importer.py
325ae6f,Owen Parry,2017-11-27 07:55:38,Add tags configuration to acousticbrainz plugin,1629,beetsplug/acousticbrainz.py
1659244,Adrian Sampson,2017-11-19 10:51:32,Link to bug for #2741,2741
c40ea4f,Sebastian Reuße,2017-11-18 20:32:07,mediafile._safe_cast: be safer when converting to int,2741,beets/mediafile.py
c40ea4f,Sebastian Reuße,2017-11-18 20:32:07,mediafile._safe_cast: be safer when converting to int,2741,test/test_mediafile_edge.py
0c20147,Adrian Sampson,2017-11-11 11:05:43,Changelog for #2725,2725
70f0bc5,Meet Udeshi,2017-10-31 11:28:44,Implement album merging for duplicates,112,beets/importer.py
70f0bc5,Meet Udeshi,2017-10-31 11:28:44,Implement album merging for duplicates,112,beets/ui/commands.py
70f0bc5,Meet Udeshi,2017-10-31 11:28:44,Implement album merging for duplicates,112,test/helper.py
70f0bc5,Meet Udeshi,2017-10-31 11:28:44,Implement album merging for duplicates,112,test/test_importer.py
7c9ce0d,Adrian Sampson,2017-10-29 16:29:06,Ignore yet another new flake8 error,598
14476e2,Adrian Sampson,2017-10-20 14:49:53,scrub: Handle MutagenError (fix #2716),2716,beetsplug/scrub.py
db71710,Adrian Sampson,2017-10-09 18:52:46,Changelog entry for #2709,2709
1cff500,Adrian Sampson,2017-10-08 13:18:50,Changelog for #2708 (fixes #2427),2708
75c668b,Adrian Sampson,2017-10-08 13:17:21,Remove a needless warning from docs (#2708),2708
dd32128,gdtwst,2017-10-07 20:04:37,Changelog for #2707,2707
bd6645d,Heinz Wiesinger,2017-07-28 21:06:25,Fix album replaygain calculation with gstreamer backend.,2636,beetsplug/replaygain.py
e08f28d,nath@dp7510,2017-10-02 09:15:25,Changelog for #2702,2702
34246a0,Adrian Sampson,2017-08-27 10:20:36,Fix #2673: JSON file encoding in absubmit,2673,beetsplug/absubmit.py
015aee3,Adrian Sampson,2017-08-26 11:18:27,Fix #2671: missing syspath on acoustid call,2671,beetsplug/chroma.py
352d99c,wordofglass,2017-08-24 14:43:56,"edit: Do not deepcopy objects, finally fixes the regression from #2659",2659,beetsplug/edit.py
33f7e67,wordofglass,2017-08-24 13:15:15,edit: Fix a regression from #2659 when re-tagging albums,2659,beetsplug/edit.py
9d01ba0,Nate Bogdanowicz,2017-08-22 09:56:57,Add changelog entry for #2662,2662
2b31b49,Adrian Sampson,2017-08-21 14:29:34,Refine docs for #2663,2663
51961bb,Adrian Sampson,2017-08-20 13:03:40,gmusic: Use Unicode literals (#2660),2660,beetsplug/gmusic.py
c89186a,Adrian Sampson,2017-08-20 12:52:54,Changelog for #2467/#2658,2467
598c965,Adrian Sampson,2017-08-11 14:35:22,Simplify text for #2653,2653
6160fa8,Nathan Dwek,2017-07-22 10:49:11,Merge pull request #2631 from beetbox/Fix-2622,2622
a17974a,Antoine Beaupré,2017-07-18 16:36:40,add changelog entry for #2634,2634
8da5c0f,nathdwek@laptop,2017-07-17 12:14:12,Changelog for #2623,2623
cf75b15,Adrian Sampson,2017-07-16 10:15:45,Changelog entry for #2628,2628
c5502fb,nathdwek@laptop,2017-07-12 11:57:41,Do not warn about a BrokenPipeError we do consider,2622,beets/ui/__init__.py
e742f86,Adrian Sampson,2017-07-06 23:20:40,Changelog for #2623 (fixes #2615),2623
774fa62,Adrian Sampson,2017-07-06 23:19:42,Merge pull request #2623 from autrimpo/r128-#2615,2615
70a2ad3,Michal Koutenský,2017-07-04 15:53:02,fixes issue #2615,2615,beetsplug/replaygain.py
6185c6a,Adrian Sampson,2017-06-21 10:28:43,Changelog for #2605,2605
d210645,Adrian Sampson,2017-06-17 12:43:25,Fix path in read errors while writing (#2599),2599,beets/library.py
732f017,Adrian Sampson,2017-06-17 12:41:46,Expand error message for FileTypeError (#2599),2599,beets/mediafile.py
d31a483,Adrian Sampson,2017-06-16 11:48:56,Merge pull request #2598 from beetbox/relativedate,2418
a52d3d5,Adrian Sampson,2017-06-16 11:13:01,"Changelog for relative dates (#2418, #2598)",2418
63692ff,Adrian Sampson,2017-06-15 21:04:16,Changelog for #2596 (fixes #2595),2596
2144882,Adrian Sampson,2017-06-15 17:59:40,Correct some PEP8 post-docstring whitespace,2597,beets/dbcore/query.py
009c6a4,Adrian Sampson,2017-06-15 17:51:14,"Slightly clearer layout for #2593, and comments",2593,beetsplug/web/__init__.py
c840fea,Adrian Sampson,2017-06-15 17:49:59,Changelog for #2593,2593
f36c70c,Aran Cox,2017-06-15 09:00:59,"do not quote the value in xml, use quoteattr to add quotes as needed",2596,beetsplug/metasync/amarok.py
97cedce,Adrian Sampson,2017-06-14 19:07:34,Changelog for #2586 (fixes #2553),2586
1f2b8ce,Adrian Sampson,2017-06-14 19:05:38,Tiny code and docs fixes for gmusic (#2586),2586,beetsplug/gmusic.py
71d6dc3,Adrian Sampson,2017-06-13 09:27:42,Docs refinements for #2581,2581
e0ce507,Adrian Sampson,2017-06-13 09:18:48,Merge pull request #2581 from bartkl/master,1881
f65653a,Adrian Sampson,2017-06-11 12:22:49,Changelog for #2510 (fixes #435),2510
dfde9ce,Adrian Sampson,2017-06-11 12:21:06,Merge pull request #2510 from SpirosChadoulos/master,435
d645c03,Adrian Sampson,2017-06-10 20:59:02,Changelog for #2528 (fixes #2506),2528
f4d3368,Adrian Sampson,2017-06-10 20:52:52,Some more clarity in comments for #2294,2294,beets/autotag/mb.py
1af3729,Adrian Sampson,2017-06-10 20:48:07,Changelog for #2583,2583
f6dc981,Adrian Sampson,2017-06-10 20:42:18,Edit docs from #2576 for brevity,2576
7cacae5,Adrian Sampson,2017-06-10 20:35:09,Changelog for #2560 (fixes #2557),2560
35dd6fd,Adrian Sampson,2017-05-17 10:22:44,Changelog for #2566,2566
060041a,Adrian Sampson,2017-05-17 10:19:18,Load YAML as binary data,2456,beets/util/confit.py
9840964,Adrian Sampson,2017-05-16 14:00:10,Fix #2562: avoid crash with newlines in templates,2562,beets/util/functemplate.py
9840964,Adrian Sampson,2017-05-16 14:00:10,Fix #2562: avoid crash with newlines in templates,2562,test/test_template.py
5eca518,Adrian Sampson,2017-05-12 12:41:51,"Changelog for #2529, which fixes #2519",2529
09ea544,Shen-Ta Hsieh(BestSteve),2017-05-06 02:52:55,Recompress png file (#2552),2552
fc560ac,Adrian Sampson,2017-05-04 09:41:20,Rearrange changelog for feature removal,2540
6ab7ad2,Adrian Sampson,2017-05-04 09:35:19,"Improve changelog for #2549, which fixes #2548",2549
376c31a,Adrian Sampson,2017-05-04 09:30:54,"Changelog for #2542, which fixes #2532",2542
b57c49d,Adrian Sampson,2017-05-04 09:29:27,"Add a period to a comment, simplify one expression",2542,beetsplug/web/__init__.py
