file,method,startlineno,endlineno,issue_commit,issue_author,issue_date,issue_title,issue_faultID,changed_commits,practice_lineno,practice_kind,practice_info
test\test_embedart.py,test_embed_non_image_file,112,126,5a71ce7,Adrian Sampson,2017-03-06 23:55:14,Simplify embedart test changes for #2422,2422,"5a71ce722a672431c035ad3b6c430b97fbaacdc9, 9c97f95073c026114ef7d80b8a549ba7fed63452, 4e4a91989550c0d2fa7cc8489813d93d0cd6b568, 4d1a02a5521a03ab5c90366008afeafb4456b8c2",117,argument," Argument 2 to ""write"" has incompatible type ""unicode""; expected ""str"""
test\test_importer.py,_create_import_dir,158,203,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"ffa46a185c07a32a024092505d327bbe163bce86, df7241ecce6bdd6ccb6f862c94f7109195e13b33, 4b012e5ddfb7d61792843a1efc7e598e61cf3d47, ba4967525222709e81eaccf2f569ad77e458feba, 39f1b8c3d84b1818757ab8850d1c6cd48639ed40, 5535eddfaa0358ae39fcd4b2a820ab740f8e4f6c, 9b12d488e20352c918d2bfdeb45519300d1bbf10",197,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""unicode"")"
test\test_importer.py,test_no_autotag_keeps_duplicate_album,1112,1133,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"ffa46a185c07a32a024092505d327bbe163bce86, 2fefd2471a3e0b5b88b05eb8465e7935e969fcce",1122,assignment," Incompatible types in assignment (expression has type ""MediaFile"", variable has type ""unicode"")"
test\test_filefilter.py,__create_import_dir,51,96,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"ffa46a185c07a32a024092505d327bbe163bce86, 8e94419c2af8cb32b0125db79f3b78dbfb2862da",72,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""str"")"
test\test_filefilter.py,__create_import_dir,51,96,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"ffa46a185c07a32a024092505d327bbe163bce86, 8e94419c2af8cb32b0125db79f3b78dbfb2862da",82,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""str"")"
test\test_filefilter.py,__create_import_dir,51,96,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"ffa46a185c07a32a024092505d327bbe163bce86, 8e94419c2af8cb32b0125db79f3b78dbfb2862da",92,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""str"")"
test\test_plugins.py,__create_import_dir,187,210,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"ffa46a185c07a32a024092505d327bbe163bce86, be8feedfe62842c87929a7af32a65ee8e6960b9b",205,assignment," Incompatible types in assignment (expression has type ""int"", target has type ""unicode"")"
test\test_smartplaylist.py,test_playlist_update,144,175,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"58fe63764edcac47cd20d9afdc7d8ab40d7a2c73, 0a88338f8b2c21817b21537a0ec2162a95f6f5b8, 28d18b7c64a6c04f3e84a4f6e6f0d2a3dbee3939, 0bdc621d991c31186a835866701836258aa1a7e7, 5942adba0104e834a3760affb94e5bda2c3ac489, aa0a0a0f22c8ada25d354e0c5bf78adf44ef3825, cb549554856083c1a59246274d00931b350f77d0, ffa46a185c07a32a024092505d327bbe163bce86, 6745759ea5680eead23b90bfd9b744ba822d7127, 45c0c9b3cbcf4689eb22555f97e53c362f94c4fe, 65b52b9c48a4fe63a97342c9d0e589a159432b17, b79c025142602e9be8d1d6682d4dde98326cc05f, 8b6b938a37bcd096c5c247c88bed8ef1ed9a9eb6",155,assignment," Incompatible types in assignment (expression has type ""List[Tuple[unicode, Tuple[Any, None], Tuple[Any, None]]]"", variable has type ""None"")"
test\test_ui.py,setUp,598,628,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"b3761396638f5b0da1e3111dd450d40d0d86a464, b3761396638f5b0da1e3111dd450d40d0d86a464, b25eb87f6091d5c0fad0babf4efb6a15087958a5, a88192240e0d9ad37424cd74242ce25eb3d3b477, aa0a0a0f22c8ada25d354e0c5bf78adf44ef3825, dd729f0ce8321fbfce573f2c6dad61e129aa4150, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, a45dcdc674ca852da1cd419f965ca9ac84d80746, 84acf17855ad93a6219c02976fb657895b26e518, 9f4b3b811dc3b999ccb4e42c8f89b86bf6a267ed, 61416da0a724bb4e3f9751ead2f85c790a018f75, 337b1f8610e1cbf887c4df050fa467d99f4bb594, 77af4ce04065da55ea235b61c3efd0a933581fef, e5104784c66b68d5fc23644d0863612d5e25e891, c01fc542ed397b15c62c75ce06b32030dcb7bfb9, 0012ba5bd9b3183419454eb094201eac6f542565, 645279e022c203608c84616443dc123b70c59ed8, 5f79c54cb36ba4fcd323abd7f3aa599c0e8926f3, c133302e208003a37fd0813a8a86328b13415780, d75f6667e14ecf985a841a420fcc2faf52f76760, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, deef7f9d20decb73f19f0e56225913be53d9ad70, e6ac8e16461270d869e5472c5bdb3d1ccec489be, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 2c45251db9de1e75db1a3f4365413a65e1e34811, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39dac9a28d508961b20f11e1b9d7d78985316a34, be9dc888cb2bc133b321678b74ae4676ed89f1ec, 85ddfa43815439d0ebe1550c8a3f7fe2fee2e497, fcee8b2ab63908da5b1ccb4def22dab7521e9b21, 43a5e913a73be1b6937e72da1d741908e8d5b724, 4ab74d9a69eb2dda7764c40933f583a8643a0f68, 993519c0044a3dcc8bd45262e719b69b95b9688f, 0c24376e6a59b20a5fa635e948b235e17f65b1a5, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 61fa32e4ac0ad03c9347b78cac04b826439f5c08, aec7bef504c53ec9da9c8a1db699d0773f655256",603,argument," Argument 1 to ""__delitem__"" of ""MutableMapping"" has incompatible type ""unicode""; expected ""str"""
test\test_ui.py,setUp,598,628,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"b3761396638f5b0da1e3111dd450d40d0d86a464, b3761396638f5b0da1e3111dd450d40d0d86a464, b25eb87f6091d5c0fad0babf4efb6a15087958a5, a88192240e0d9ad37424cd74242ce25eb3d3b477, aa0a0a0f22c8ada25d354e0c5bf78adf44ef3825, dd729f0ce8321fbfce573f2c6dad61e129aa4150, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, a45dcdc674ca852da1cd419f965ca9ac84d80746, 84acf17855ad93a6219c02976fb657895b26e518, 9f4b3b811dc3b999ccb4e42c8f89b86bf6a267ed, 61416da0a724bb4e3f9751ead2f85c790a018f75, 337b1f8610e1cbf887c4df050fa467d99f4bb594, 77af4ce04065da55ea235b61c3efd0a933581fef, e5104784c66b68d5fc23644d0863612d5e25e891, c01fc542ed397b15c62c75ce06b32030dcb7bfb9, 0012ba5bd9b3183419454eb094201eac6f542565, 645279e022c203608c84616443dc123b70c59ed8, 5f79c54cb36ba4fcd323abd7f3aa599c0e8926f3, c133302e208003a37fd0813a8a86328b13415780, d75f6667e14ecf985a841a420fcc2faf52f76760, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, deef7f9d20decb73f19f0e56225913be53d9ad70, e6ac8e16461270d869e5472c5bdb3d1ccec489be, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 2c45251db9de1e75db1a3f4365413a65e1e34811, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39dac9a28d508961b20f11e1b9d7d78985316a34, be9dc888cb2bc133b321678b74ae4676ed89f1ec, 85ddfa43815439d0ebe1550c8a3f7fe2fee2e497, fcee8b2ab63908da5b1ccb4def22dab7521e9b21, 43a5e913a73be1b6937e72da1d741908e8d5b724, 4ab74d9a69eb2dda7764c40933f583a8643a0f68, 993519c0044a3dcc8bd45262e719b69b95b9688f, 0c24376e6a59b20a5fa635e948b235e17f65b1a5, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 61fa32e4ac0ad03c9347b78cac04b826439f5c08, aec7bef504c53ec9da9c8a1db699d0773f655256",603,argument," Argument 1 to ""__delitem__"" of ""MutableMapping"" has incompatible type ""unicode""; expected ""str"""
test\test_ui.py,setUp,598,628,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"b3761396638f5b0da1e3111dd450d40d0d86a464, b3761396638f5b0da1e3111dd450d40d0d86a464, b25eb87f6091d5c0fad0babf4efb6a15087958a5, a88192240e0d9ad37424cd74242ce25eb3d3b477, aa0a0a0f22c8ada25d354e0c5bf78adf44ef3825, dd729f0ce8321fbfce573f2c6dad61e129aa4150, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, a45dcdc674ca852da1cd419f965ca9ac84d80746, 84acf17855ad93a6219c02976fb657895b26e518, 9f4b3b811dc3b999ccb4e42c8f89b86bf6a267ed, 61416da0a724bb4e3f9751ead2f85c790a018f75, 337b1f8610e1cbf887c4df050fa467d99f4bb594, 77af4ce04065da55ea235b61c3efd0a933581fef, e5104784c66b68d5fc23644d0863612d5e25e891, c01fc542ed397b15c62c75ce06b32030dcb7bfb9, 0012ba5bd9b3183419454eb094201eac6f542565, 645279e022c203608c84616443dc123b70c59ed8, 5f79c54cb36ba4fcd323abd7f3aa599c0e8926f3, c133302e208003a37fd0813a8a86328b13415780, d75f6667e14ecf985a841a420fcc2faf52f76760, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, deef7f9d20decb73f19f0e56225913be53d9ad70, e6ac8e16461270d869e5472c5bdb3d1ccec489be, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 2c45251db9de1e75db1a3f4365413a65e1e34811, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39dac9a28d508961b20f11e1b9d7d78985316a34, be9dc888cb2bc133b321678b74ae4676ed89f1ec, 85ddfa43815439d0ebe1550c8a3f7fe2fee2e497, fcee8b2ab63908da5b1ccb4def22dab7521e9b21, 43a5e913a73be1b6937e72da1d741908e8d5b724, 4ab74d9a69eb2dda7764c40933f583a8643a0f68, 993519c0044a3dcc8bd45262e719b69b95b9688f, 0c24376e6a59b20a5fa635e948b235e17f65b1a5, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 61fa32e4ac0ad03c9347b78cac04b826439f5c08, aec7bef504c53ec9da9c8a1db699d0773f655256",603,argument," Argument 1 to ""__delitem__"" of ""MutableMapping"" has incompatible type ""unicode""; expected ""str"""
test\test_ui.py,setUp,598,628,ffa46a1,Johnny Robeson,2016-06-10 05:39:31,bytestring normalization,2049,"b3761396638f5b0da1e3111dd450d40d0d86a464, b3761396638f5b0da1e3111dd450d40d0d86a464, b25eb87f6091d5c0fad0babf4efb6a15087958a5, a88192240e0d9ad37424cd74242ce25eb3d3b477, aa0a0a0f22c8ada25d354e0c5bf78adf44ef3825, dd729f0ce8321fbfce573f2c6dad61e129aa4150, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, ffa46a185c07a32a024092505d327bbe163bce86, a45dcdc674ca852da1cd419f965ca9ac84d80746, 84acf17855ad93a6219c02976fb657895b26e518, 9f4b3b811dc3b999ccb4e42c8f89b86bf6a267ed, 61416da0a724bb4e3f9751ead2f85c790a018f75, 337b1f8610e1cbf887c4df050fa467d99f4bb594, 77af4ce04065da55ea235b61c3efd0a933581fef, e5104784c66b68d5fc23644d0863612d5e25e891, c01fc542ed397b15c62c75ce06b32030dcb7bfb9, 0012ba5bd9b3183419454eb094201eac6f542565, 645279e022c203608c84616443dc123b70c59ed8, 5f79c54cb36ba4fcd323abd7f3aa599c0e8926f3, c133302e208003a37fd0813a8a86328b13415780, d75f6667e14ecf985a841a420fcc2faf52f76760, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, 22d5e564c617c7bae4ae371e8f075667c103232e, deef7f9d20decb73f19f0e56225913be53d9ad70, e6ac8e16461270d869e5472c5bdb3d1ccec489be, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, a7f0ad70aecbd8e57caaa6f41f128645ba893cb7, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 6c931faf1a646e0566c4bd1cc4af8823ce918949, 2c45251db9de1e75db1a3f4365413a65e1e34811, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39cd1f6c63adf86aed372c841a6ff4308a7629c3, 39dac9a28d508961b20f11e1b9d7d78985316a34, be9dc888cb2bc133b321678b74ae4676ed89f1ec, 85ddfa43815439d0ebe1550c8a3f7fe2fee2e497, fcee8b2ab63908da5b1ccb4def22dab7521e9b21, 43a5e913a73be1b6937e72da1d741908e8d5b724, 4ab74d9a69eb2dda7764c40933f583a8643a0f68, 993519c0044a3dcc8bd45262e719b69b95b9688f, 0c24376e6a59b20a5fa635e948b235e17f65b1a5, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 1ee401678e5abc41adaab31cb34198b68bcc7b99, 61fa32e4ac0ad03c9347b78cac04b826439f5c08, aec7bef504c53ec9da9c8a1db699d0773f655256",603,argument," Argument 1 to ""__delitem__"" of ""MutableMapping"" has incompatible type ""unicode""; expected ""str"""
