file,lineno,_lineno,kind,message
src\ralph\admin\views\extra.py,80,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\admin\views\extra.py,120,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\accounts\admin.py,169,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\accounts\admin.py,170,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\accounts\admin.py,179,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\accounts\admin.py,180,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\accounts\admin.py,198,4,assignment," Incompatible types in assignment (expression has type ""List[Type[RalphExtraViewMixin]]"", base class ""RalphAdminMixin"" defined the type as ""None"")"
src\ralph\attachments\views.py,11,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\attachments\views.py,12,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\attachments\views.py,15,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\back_office\views.py,7,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\back_office\views.py,8,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\back_office\views.py,50,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
src\ralph\back_office\views.py,51,4,assignment," Incompatible types in assignment (expression has type ""str"", base class ""RalphExtraViewMixin"" defined the type as ""None"")"
